donor_id,name,email,contact_number,password,date_of_birth,gender,education_level,blood_group,first_donation_date,last_donation_date,number_of_donation,total_donation_volume_ml,last_donation_volume_ml,donation_count_outram,donation_count_dhoby_ghaut,donation_count_woodlands,donation_count_jurong_east,donation_count_punggol,had_adverse_reaction_ever,last_blood_quality_screen,availability
af00f5d765,Ming Silva,mingsilva549@gmail.com,+65 84923245,Be!@&ekG2G,1967-02-05,Male,Secondary,A-,2024-03-26,2025-10-13,5,2045,435,2,0,0,1,2,False,Pass,Yes
caafb0d9fc,Jie Zhang,jiezhang8397@gmail.com,+65 93431040,JDVkyNTYE0,1974-01-30,Male,Secondary,AB+,2024-09-18,2025-10-01,5,2060,383,0,1,1,3,0,False,Pass,Yes
702cb164ed,Lei Yusof,leiyusof3187@hotmail.com,+65 98604555,e%moCOGW?r,1999-05-18,Male,University,A+,2022-11-29,2025-10-03,13,4621,441,0,8,3,0,2,False,Pass,Yes
afbcc30085,Suyin Nair,suyinnair3874@hotmail.com,+65 80720748,GFngQKkcnw,2001-03-10,Female,Secondary,A-,2025-02-09,2025-05-04,2,812,410,0,1,0,0,1,False,Pass,No
ae4e70dcfd,Vishal Scott,vishalscott1199@hotmail.com,+65 82852282,Y@FDoYcnJq,1988-07-21,Male,Diploma,O-,2024-09-30,2025-09-01,5,1973,375,1,0,4,0,0,False,Pass,No
c5ad13b7c9,Liling Young,lilingyoung2886@gmail.com,+65 82913124,Ee#cR1GOI4,1988-03-28,Female,University,O+,2023-03-19,2025-10-06,10,4407,352,1,5,1,2,1,False,Pass,Yes
3c4dd774c4,Ishita Rosli,ishitarosli5192@hotmail.com,+65 95723452,IM$puWXUOp,1997-09-20,Female,Secondary,O+,2023-02-08,2025-09-19,12,4340,432,2,5,0,4,1,False,Pass,Yes
a853971002,Chao Chandra,chaochandra3874@hotmail.com,+65 89647625,c6FTz!B*i$,1996-07-15,Male,Secondary,O+,2022-11-01,2025-08-05,13,4578,410,1,5,1,3,3,False,Pass,Yes
f17ff65425,Priya Zhang,priyazhang8809@gmail.com,+65 88285313,Jtypg@pDyo,2004-04-06,Female,Diploma,O-,2024-11-18,2025-10-28,5,1751,374,1,0,1,0,3,False,Pass,Yes
0def1c9c9e,Imran Clark,imranclark1232@hotmail.com,+65 87757966,*RR^HH98Rf,1988-06-15,Male,Diploma,A+,2022-11-23,2025-08-01,10,4087,435,1,6,0,2,1,False,Pass,Yes
f34fe9be8a,Farah Menon,farahmenon1650@hotmail.com,+65 85982030,Xgf2CEXHLV,1976-12-02,Female,University,O+,2024-08-22,2025-08-17,2,827,384,1,0,0,1,0,False,Pass,Yes
afdecddebf,Vishal Nair,vishalnair4157@gmail.com,+65 80091220,jGyNvv@Nfs,1995-01-14,Male,University,A+,2023-01-13,2025-08-02,11,4610,382,2,2,1,2,4,False,Pass,Yes
7f7a4c9c1f,Richard Lee,richardlee2520@hotmail.com,+65 87658419,KJG4gyf!u4,1987-03-16,Male,Diploma,A+,2025-02-21,2025-10-14,3,1126,441,1,0,1,1,0,False,Pass,No
fb208bc40f,Abigail Iskandar,abigailiskandar8836@hotmail.com,+65 86273304,LzRrQsBhFu,2001-02-11,Female,Secondary,O+,2024-09-26,2025-01-29,2,809,384,1,0,0,1,0,True,Pass,Yes
cfb339ee86,Thiago Rahman,thiagorahman5286@hotmail.com,+65 92794709,O%i!rmsWNZ,1986-07-19,Male,Postgraduate,A+,2025-04-16,2025-10-14,2,865,373,0,1,1,0,0,False,Pass,Yes
aae4ebd1df,Ridzuan Rodriguez,ridzuanrodriguez2454@gmail.com,+65 84467607,toltUauX$?,1978-12-27,Male,Secondary,O+,2022-11-15,2025-10-01,13,5646,426,3,3,6,1,0,False,Pass,Yes
ebd35fa4cd,Suyin Chandra,suyinchandra9202@hotmail.com,+65 81814531,1u2G220rrm,1985-08-18,Female,University,A+,2023-02-01,2025-07-05,11,3982,411,1,1,5,1,3,False,Fail,Yes
def2f0f2db,Anand Xu,anandxu2680@hotmail.com,+65 99561436,^@yl?m0j^g,1997-08-21,Male,Diploma,O+,2024-09-12,2025-05-22,4,1521,424,0,3,0,0,1,False,Pass,Yes
ef328cfd0e,Shreya Chen,shreyachen757@hotmail.com,+65 95171519,fbAs!T8a70,1978-08-16,Female,Diploma,AB-,2022-11-11,2025-08-08,7,2988,423,0,4,2,0,1,False,Pass,No
ae7fef885b,Richard Tan,richardtan4348@gmail.com,+65 99737821,1Q4W&Gv124,1989-09-21,Male,Primary,O-,2022-11-22,2024-04-09,7,2810,437,1,2,3,1,0,True,Pass,No
12dc8c3fbd,Linda Anderson,lindaanderson2427@gmail.com,+65 83265790,dKUEjbg*Qz,2002-05-05,Female,Secondary,A+,2025-02-05,2025-08-01,2,815,423,1,1,0,0,0,False,Pass,Yes
416665ded4,Daniel Rosli,danielrosli7906@gmail.com,+65 82351856,C^%SHVwv%U,2007-09-13,Male,Secondary,O-,2025-10-18,2025-10-18,1,392,392,0,1,0,0,0,True,Pass,No
2feaaba671,Sneha Lim,snehalim3702@gmail.com,+65 81943896,Fs9Z?TMQ5B,2004-06-22,Female,Secondary,O+,2024-11-24,2025-10-30,5,1768,364,0,3,1,0,1,False,Pass,Yes
40e2c5bfe9,Farah Fernandez,farahfernandez6874@hotmail.com,+65 83541315,uh$w!2VJxp,1990-06-20,Female,Primary,O+,2023-02-12,2025-06-01,11,4137,446,1,7,0,1,2,False,Pass,Yes
3f0cfebf52,Lily Liu,lilyliu9074@hotmail.com,+65 91710320,urmTFNYpK4,2006-03-25,Female,Diploma,O-,2025-05-25,2025-08-26,2,757,358,0,0,0,2,0,False,Pass,No
f4c77f1cb2,Ling Martinez,lingmartinez8169@gmail.com,+65 81240002,y@Ys26OH6E,2007-05-14,Female,University,A+,2025-10-26,2025-10-26,1,350,350,0,1,0,0,0,False,Pass,No
acd0dd074e,Scarlett Zhou,scarlettzhou3715@gmail.com,+65 92825551,M2GdeiMhDt,2007-09-08,Female,Diploma,A+,2025-10-21,2025-10-21,1,381,381,0,1,0,0,0,False,Pass,Yes
fbfd4cf9bc,Barbara Rahman,barbararahman6666@gmail.com,+65 99365686,2vrMOsa*kY,1982-04-06,Female,Secondary,A+,2023-08-14,2025-02-26,4,1711,409,0,1,0,0,3,False,Pass,Yes
9f3abcad0f,Harish Yang,harishyang2657@hotmail.com,+65 95320424,iYEkez67FP,1999-05-03,Male,Secondary,O+,2022-04-15,2025-01-17,13,4687,392,1,8,0,1,3,False,Pass,Yes
48cfbded1e,Han Chandra,hanchandra6383@hotmail.com,+65 83161556,JwoXzp3GRR,1982-09-07,Male,Secondary,AB-,2023-03-06,2025-10-07,12,4972,400,1,7,1,0,3,False,Pass,Yes
e2d43f2eb9,Connor Young,connoryoung8436@gmail.com,+65 89967063,NMTcyex7u!,1988-11-24,Male,Secondary,B+,2023-03-03,2024-07-14,5,1766,350,0,1,0,4,0,False,Pass,Yes
4aecce70d8,Isabella Salleh,isabellasalleh2303@gmail.com,+65 89716148,P6Vj2D5f0D,1980-06-30,Female,Diploma,A+,2023-11-20,2025-04-15,5,1946,442,4,0,0,1,0,False,Pass,Yes
c61838e23b,Dev Sharma,devsharma1857@gmail.com,+65 84059691,PDV3tsxjxU,2004-08-23,Male,Postgraduate,O+,2025-04-07,2025-10-21,3,1102,356,1,2,0,0,0,False,Pass,Yes
ecebfc13ec,Lakshmi Xu,lakshmixu9307@hotmail.com,+65 80634106,8?wZ?nZ*zs,2001-10-12,Female,Secondary,O+,2024-03-12,2024-06-04,2,841,411,0,2,0,0,0,False,Pass,No
a8a0f4d53d,Ethan Zheng,ethanzheng6197@hotmail.com,+65 99601768,He5@Xiy#YD,1983-05-23,Male,Secondary,A+,2024-08-06,2025-07-24,5,1849,370,1,1,3,0,0,False,Pass,No
2faa6bdbb0,David Rodriguez,davidrodriguez3435@gmail.com,+65 96524742,qt#lgJ9qYO,2000-09-01,Male,University,A+,2024-04-25,2025-10-08,7,2492,383,0,0,5,1,1,False,Pass,No
09436b9b7c,Putri He,putrihe5737@hotmail.com,+65 85027717,Yp0weni9zd,1997-11-14,Female,Secondary,B+,2023-12-16,2025-10-24,9,3250,423,1,5,1,1,1,False,Pass,Yes
9b4ad51d8d,Blake Zhou,blakezhou6654@gmail.com,+65 86377001,J^%$&cEpp3,1998-10-07,Male,Postgraduate,O+,2024-02-17,2025-09-19,3,1271,432,0,0,0,2,1,False,Pass,Yes
dcdc4ef7dc,Barbara Clark,barbaraclark1810@gmail.com,+65 87627755,Ih9AK@an5b,1991-01-31,Female,Primary,A+,2022-10-29,2024-06-08,8,3371,397,1,4,2,0,1,False,Pass,Yes
062a693038,Bianca He,biancahe4696@gmail.com,+65 94961841,i*gdBJRQe2,1976-02-28,Female,Diploma,B+,2023-07-29,2024-09-21,6,2267,376,2,1,1,1,1,False,Pass,No
920d5bedb4,Jie Chandra,jiechandra1189@hotmail.com,+65 99040589,d?BiJwBUxp,1989-05-31,Male,Postgraduate,O-,2024-09-27,2025-06-06,4,1553,360,0,2,0,2,0,False,Pass,Yes
23be46627c,Suyin Scott,suyinscott6410@hotmail.com,+65 80689716,E^S&v9sGiG,2003-11-02,Female,Postgraduate,O+,2024-07-28,2025-10-23,3,1134,418,0,2,0,0,1,False,Pass,Yes
cacafb5777,Marcus Clark,marcusclark8061@gmail.com,+65 92559290,T8080Nh5Mk,1994-02-08,Male,Secondary,O+,2024-05-10,2025-10-05,6,2640,372,1,2,1,0,2,False,Pass,Yes
bdbcfaefca,Sanjay Yusof,sanjayyusof7613@hotmail.com,+65 89371822,3CYWYc9V^I,2000-12-23,Male,Secondary,A+,2023-09-30,2025-07-13,5,2054,412,0,1,4,0,0,False,Pass,Yes
b9d7beccf4,Avery Varma,averyvarma8226@hotmail.com,+65 83885150,AdrkEJg%#Z,1971-11-05,Female,Secondary,O+,2023-04-29,2025-10-23,9,3808,355,3,0,1,5,0,False,Pass,Yes
b9fb0cfcdc,Suyin Kumar,suyinkumar6722@hotmail.com,+65 93603223,nb0v1kFPh1,1988-09-16,Female,Postgraduate,O+,2022-01-08,2025-05-19,14,5047,411,3,1,8,1,1,False,Pass,Yes
8c81cccd89,Michael Mahmud,michaelmahmud9535@hotmail.com,+65 87000690,DAPRMxJ*pK,1973-06-02,Male,University,A+,2023-01-28,2024-11-30,9,3192,424,6,1,0,2,0,False,Pass,Yes
094df99ac8,Samir Mitchell,samirmitchell3342@hotmail.com,+65 82278516,B3C5SSHc$&,2001-10-23,Male,Secondary,B-,2024-03-11,2024-06-03,2,762,441,0,1,1,0,0,False,Pass,No
9cfdaefd8d,Mei Tan,meitan9925@gmail.com,+65 94287469,Nugz&wei2L,1998-01-28,Female,Diploma,A+,2023-11-25,2025-04-12,7,2557,395,1,2,1,2,1,False,Pass,Yes
627157ff2a,Sarah Gao,sarahgao4043@hotmail.com,+65 88543094,tclAtmDEJR,1981-06-28,Female,Diploma,A+,2021-03-25,2025-08-07,20,8163,430,3,2,8,4,3,False,Pass,Yes
de54087b3b,James Wang,jameswang8092@hotmail.com,+65 94168583,8H%NO6oT%s,1990-07-13,Male,Diploma,B+,2023-10-02,2025-05-25,4,1779,356,1,1,1,1,0,True,Pass,No
5f84ac09c5,Karthik Gao,karthikgao9733@gmail.com,+65 80406272,3@3L&!OcZf,1974-06-15,Male,Secondary,O+,2023-04-04,2024-08-20,7,2460,445,1,1,0,3,2,False,Pass,Yes
6fe3483fa0,Hannah Sun,hannahsun544@hotmail.com,+65 87137028,vOWCbbCxNS,1967-11-11,Female,Secondary,O-,2023-05-04,2025-05-29,10,4314,407,4,2,1,2,1,False,Pass,Yes
6b0fb4a0d7,Aaliyah Reyes,aaliyahreyes6048@hotmail.com,+65 87124940,$QQ@2kbku6,2005-02-18,Female,Secondary,O+,2024-09-18,2025-05-28,4,1532,366,0,2,0,0,2,False,Pass,Yes
d9c61bcb7a,Farah Lim,farahlim8649@gmail.com,+65 99238672,Bw7hAgL&mE,1982-03-06,Female,Postgraduate,A+,2022-08-14,2025-05-18,13,5630,407,3,1,1,8,0,False,Pass,Yes
acf51f8cce,Elizabeth Li,elizabethli6429@gmail.com,+65 97431185,ffL&n9znxn,1974-04-28,Female,Secondary,A+,2020-02-12,2024-05-18,13,5562,428,8,1,1,1,2,False,Pass,No
ea8f3f8be4,Arjun Ma,arjunma4264@gmail.com,+65 83069050,HPta92WLKX,2001-12-18,Male,University,O+,2025-05-15,2025-10-28,2,899,413,0,0,2,0,0,False,Pass,Yes
7d15a53bf9,Yuqing Wong,yuqingwong3834@hotmail.com,+65 98745438,y4b*Ovb2MF,2004-05-19,Female,Diploma,O+,2025-02-16,2025-09-18,3,1139,414,2,1,0,0,0,False,Pass,Yes
0fa43cc7a1,Sofia Zheng,sofiazheng8224@hotmail.com,+65 98975602,7!8pMkFaBD,1987-08-13,Female,University,B+,2022-11-22,2025-10-27,13,5400,449,7,3,2,1,0,False,Pass,Yes
e5e6a3d45b,Lei Johnson,leijohnson3027@hotmail.com,+65 95449498,f!#76WRS@H,1994-06-25,Male,Diploma,A-,2024-07-24,2025-10-05,4,1722,398,0,0,0,2,2,False,Pass,No
e547544dfb,Harper Hassan,harperhassan118@hotmail.com,+65 92393355,a&l*ypyhFH,1966-08-05,Female,Diploma,B+,2022-09-05,2025-10-22,14,5483,429,3,2,2,6,1,False,Pass,Yes
8abd7cfebd,Suresh Zhou,sureshzhou5464@gmail.com,+65 86388029,!i!3@SVpng,1978-01-14,Male,University,O+,2022-09-02,2025-04-24,11,4930,397,3,1,3,3,1,False,Pass,Yes
af75e702ee,Andrew Taylor,andrewtaylor2284@hotmail.com,+65 93554116,Ipmc&KZsAH,1987-06-25,Male,Diploma,O+,2022-12-19,2025-09-10,12,5037,375,3,1,3,5,0,False,Pass,Yes
f7faa67ba1,Wyatt Hakim,wyatthakim7455@hotmail.com,+65 86793049,GdS%P$^@tT,1991-06-10,Male,Secondary,A-,2023-10-24,2025-03-11,7,3144,351,2,3,0,2,0,False,Pass,Yes
7ef9dfa9a8,Victor Sun,victorsun8359@hotmail.com,+65 96209542,f7Vcd12og$,1969-06-03,Male,Secondary,O+,2024-02-05,2025-06-23,7,2527,372,1,0,6,0,0,False,Pass,Yes
effdad6c9e,Naveen Zhao,naveenzhao8814@hotmail.com,+65 87456432,?3dxUZgHZ@,2002-10-16,Male,Secondary,B+,2025-02-09,2025-05-04,2,752,412,0,1,0,0,1,False,Pass,Yes
b0b5bdbfa9,Qiao Hassan,qiaohassan4846@gmail.com,+65 90981525,rhIs#QGZzd,1964-12-03,Female,Diploma,O+,2023-10-07,2024-09-07,5,1754,356,2,1,0,1,1,False,Pass,Yes
a7ebd71b27,Charlotte Taylor,charlottetaylor421@hotmail.com,+65 98706992,KxAXN7#NRq,1965-05-29,Female,Secondary,B+,2024-09-23,2024-09-23,1,398,398,0,1,0,0,0,False,Pass,No
5470f63e5b,Gavin Hassan,gavinhassan8713@gmail.com,+65 81586817,Lo6vg^*3V*,1995-01-17,Male,Secondary,A-,2020-01-03,2024-01-09,14,6024,379,2,2,8,0,2,False,Pass,Yes
1532f4b4c0,Andrew Lin,andrewlin4446@gmail.com,+65 98925595,A9x&Xoq9rG,1974-08-07,Male,Diploma,A+,2023-06-28,2025-07-23,10,3720,367,6,1,1,0,2,False,Pass,Yes
478de11fd6,Pei Mitchell,peimitchell8101@hotmail.com,+65 82785235,yOV^Z@dIW4,1994-09-14,Female,Secondary,A+,2023-09-04,2024-10-28,6,2496,395,0,1,3,0,2,False,Pass,No
cbcdf64c27,Caleb Zhang,calebzhang7804@gmail.com,+65 87786918,X%18iPGT5O,1998-04-01,Male,University,O+,2024-08-16,2025-08-17,5,2070,401,0,0,1,4,0,False,Pass,Yes
95c45157a9,Aaliyah Iskandar,aaliyahiskandar8298@hotmail.com,+65 92312540,9kJwd*@lXZ,1988-03-29,Female,University,A-,2022-04-24,2025-08-19,15,5965,422,4,4,3,3,1,False,Pass,Yes
c8ae9bcdaa,Li Na Aziz,linaaziz2790@gmail.com,+65 97245335,H9ec1a*amP,1969-11-05,Female,Secondary,A+,2024-04-22,2024-12-30,4,1500,384,1,1,0,1,1,False,Pass,Yes
66be9782fd,Susan Taylor,susantaylor3839@hotmail.com,+65 93765950,MPo6!uYpG^,2002-08-24,Female,Diploma,A-,2024-04-19,2025-04-13,4,1556,405,1,1,0,1,1,False,Pass,No
3ffe6c812d,Chenwei Li,chenweili6153@gmail.com,+65 87921261,&Lyt&AUj4q,1976-08-24,Male,Secondary,A-,2021-06-15,2025-10-29,20,8718,365,10,5,1,2,2,False,Pass,Yes
f60b99e8be,Aaliyah Zhou,aaliyahzhou5013@gmail.com,+65 91255138,AzjAJt#7c6,1966-01-15,Female,Postgraduate,O+,2022-11-17,2024-03-08,5,1843,378,1,0,3,0,1,False,Pass,Yes
aebcf0ed1e,Li Na Scott,linascott5943@hotmail.com,+65 85072606,TvrfDeJYB$,1995-09-10,Female,Primary,A+,2023-07-08,2025-09-25,9,3633,366,1,5,2,1,0,False,Pass,Yes
d1007ab325,Azman Carter,azmancarter2152@hotmail.com,+65 92195254,bAl?346&AD,1999-07-10,Male,University,A+,2023-01-14,2024-11-24,6,2316,378,3,0,1,2,0,False,Pass,Yes
6dda000b4c,Cooper Zheng,cooperzheng2086@hotmail.com,+65 87937923,JYPH1?5Y5B,2002-03-25,Male,Secondary,A-,2024-05-30,2025-09-30,4,1456,418,0,1,2,0,1,False,Pass,Yes
df5ec0ad13,Cooper Yang,cooperyang5229@gmail.com,+65 88178900,itabviPlX7,1999-01-19,Male,Diploma,A+,2025-10-26,2025-10-26,1,357,357,1,0,0,0,0,False,Pass,Yes
0f5efe845b,Emily Iskandar,emilyiskandar4770@hotmail.com,+65 82460884,1Es0m&W5Fi,1988-05-07,Female,Primary,A+,2024-04-17,2025-06-11,4,1607,425,0,1,1,1,1,False,Pass,No
c6fd6fd587,Rahman Menon,rahmanmenon9093@gmail.com,+65 98696708,YO8F6mc@&C,1994-09-09,Male,University,O+,2023-09-22,2025-10-06,9,3978,398,2,1,5,1,0,False,Pass,Yes
ae18ff78d0,Dev Ibrahim,devibrahim4914@gmail.com,+65 94845699,r2nhT*ha8Q,1978-10-01,Male,Secondary,O+,2022-01-14,2025-07-11,16,6019,380,3,1,9,2,1,False,Pass,Yes
ae414ff9f9,Priya Hakim,priyahakim1266@hotmail.com,+65 80411382,p#HiP!?at@,1965-01-08,Female,Secondary,A+,2022-03-18,2025-03-22,14,5556,383,2,0,8,2,2,False,Pass,No
67c7119f1f,Caleb Luo,calebluo1723@gmail.com,+65 92105293,1ibRi0HYpz,2005-02-28,Male,Secondary,O+,2025-01-14,2025-09-23,4,1508,434,0,0,2,1,1,False,Pass,Yes
a18c7e6524,Lucas Zhao,lucaszhao3694@gmail.com,+65 91166194,g585OaflkC,1965-06-08,Male,Diploma,A+,2023-08-05,2025-10-01,9,3893,421,0,5,1,1,2,True,Fail,Yes
2d1c37b767,Andrei Qiu,andreiqiu9402@gmail.com,+65 85190134,LocQznx*Fy,1990-12-30,Male,Diploma,O+,2023-07-15,2025-05-17,9,3983,437,2,2,3,0,2,False,Pass,Yes
464d8b8a8d,Lucas Zheng,lucaszheng5577@gmail.com,+65 81281454,XCnqN$@&6Z,2004-10-31,Male,University,O+,2025-02-08,2025-10-13,2,843,378,1,0,0,1,0,False,Pass,No
af60b2e3cf,Zhi Gonzalez,zhigonzalez3919@gmail.com,+65 87221233,!K$e$sHyR%,1998-06-06,Male,Secondary,A+,2022-04-11,2025-06-30,15,6167,382,2,1,2,8,2,False,Pass,Yes
fc1eec9cad,Han Carter,hancarter2489@gmail.com,+65 90183897,8B2TL*aVuC,1997-09-08,Male,Secondary,O+,2024-02-28,2025-01-04,4,1781,441,0,1,1,0,2,False,Pass,Yes
0cb6232fe1,Nicholas Zhao,nicholaszhao8310@hotmail.com,+65 84014619,VAEW^$v^1o,1990-01-14,Male,Postgraduate,A-,2024-03-26,2025-06-23,6,2171,421,4,1,0,1,0,False,Pass,No
aedff5e64f,Wyatt Lim,wyattlim3272@hotmail.com,+65 99561757,*UMxxfDhcn,2000-11-02,Male,Secondary,O-,2024-03-06,2025-07-04,6,2184,393,1,0,4,1,0,False,Pass,No
65a8f56f3c,Grace Hakim,gracehakim9482@hotmail.com,+65 86763913,fBDRQSOuW2,1985-10-30,Female,Secondary,O+,2025-02-22,2025-09-22,2,841,445,0,2,0,0,0,False,Pass,Yes
a05dca6f9d,Syazwani Carter,syazwanicarter2000@hotmail.com,+65 87967906,vXs&e8QnqN,1989-11-23,Female,Secondary,O+,2022-04-10,2025-06-29,15,5535,411,2,1,2,8,2,False,Pass,Yes
f912d3ccbe,Priya Liu,priyaliu1667@gmail.com,+65 91608605,iOhn!D?Kue,2004-07-31,Female,Diploma,O-,2025-05-02,2025-08-17,2,743,396,0,2,0,0,0,True,Pass,Yes
fb1e1bc42a,Bianca Ng,biancang5583@gmail.com,+65 89635591,BXePVgf0Lc,1968-03-06,Female,Secondary,B-,2025-10-18,2025-10-18,1,375,375,0,0,1,0,0,True,Pass,No
9aa25d13fb,Amelia Sharma,ameliasharma2041@hotmail.com,+65 89976510,8*9TX&Ka@I,1994-01-03,Female,Secondary,B-,2023-05-15,2025-09-16,11,4263,359,1,1,6,1,2,False,Pass,Yes
a6d18b10f1,Sai Silva,saisilva4308@gmail.com,+65 91331043,mN7gW4IAut,2006-04-09,Female,Secondary,O+,2025-03-08,2025-10-30,3,1111,402,1,1,0,1,0,False,Pass,No
fbeb7befb1,Emily Bennett,emilybennett8081@gmail.com,+65 99485712,dksNkOgusa,1983-02-09,Female,Primary,A+,2021-11-15,2025-07-21,17,7518,375,3,2,9,0,3,False,Pass,Yes
af3e1c72c2,Susan Johnson,susanjohnson7399@hotmail.com,+65 98783852,SSyz%$jc3Y,1998-05-05,Female,Diploma,O-,2021-11-28,2025-09-26,15,6674,387,2,4,2,3,4,False,Pass,Yes
2c6cacea3a,Susan Clark,susanclark5812@hotmail.com,+65 90655749,hbquulSFpC,1975-07-15,Female,Secondary,O-,2021-10-17,2025-03-30,16,7155,447,2,8,3,2,1,False,Pass,Yes
3ca6a8c6d9,Richard Luo,richardluo2103@gmail.com,+65 91260824,R7w48?URZS,1986-04-15,Male,Secondary,B+,2025-02-13,2025-08-18,3,1057,433,2,0,0,1,0,False,Pass,Yes
bbe0f3374b,Xinyi Sharma,xinyisharma208@gmail.com,+65 80832926,NPEHyMbI9f,1970-01-09,Female,Secondary,O-,2022-10-23,2025-05-04,12,5374,433,2,4,1,3,2,False,Pass,No
7ba628d409,Pei Hassan,peihassan7073@hotmail.com,+65 90615161,6d6s?iRNiJ,1999-10-08,Female,Diploma,B+,2023-09-08,2025-07-13,7,2524,390,0,5,0,0,2,False,Pass,Yes
beeac926a7,Blake Singh,blakesingh1196@hotmail.com,+65 86216423,kf42j1RS7w,1990-02-22,Male,Diploma,A+,2024-04-09,2025-04-18,3,1159,401,0,2,0,0,1,False,Pass,Yes
5c3e53aa17,Charlotte Ibrahim,charlotteibrahim5431@gmail.com,+65 86715812,whkg?cpyj&,1965-05-19,Female,University,O+,2023-11-11,2023-11-11,1,353,353,1,0,0,0,0,False,Pass,No
adfbc82c4a,Noah Luo,noahluo6750@gmail.com,+65 93820491,kcDncj1C@N,2004-06-04,Male,Primary,O-,2025-04-26,2025-04-26,1,381,381,0,1,0,0,0,False,Pass,Yes
f332596de8,Parker Gao,parkergao3025@gmail.com,+65 85847417,DcNCW^&vT*,2005-03-07,Male,Diploma,O+,2024-12-05,2025-09-17,2,892,431,0,1,0,1,0,False,Pass,Yes
8d27f2bdda,Jennifer Menon,jennifermenon5607@gmail.com,+65 97703876,7Q?BMpilsb,1977-11-29,Female,Secondary,O-,2023-05-26,2025-10-14,9,3777,360,0,1,1,5,2,False,Pass,Yes
ee7bae8b6d,Harish Johnson,harishjohnson8230@gmail.com,+65 98495942,xXA0uHUWk8,1987-10-11,Male,Diploma,B+,2023-10-22,2024-06-30,4,1442,350,1,1,0,1,1,False,Pass,No
6ebe4efa7d,Jian Singh,jiansingh646@hotmail.com,+65 82962087,bxNMYHgrk4,2000-04-04,Male,Secondary,A-,2022-06-02,2023-10-12,3,1328,370,0,0,1,1,1,False,Pass,No
9df46c97f4,Patricia Lin,patricialin2900@hotmail.com,+65 83783486,I9Os9Cq#LS,1992-05-16,Female,Diploma,AB+,2023-07-04,2025-10-12,9,3498,429,0,4,1,2,2,False,Pass,Yes
4daa565cf6,Yue Taylor,yuetaylor5585@gmail.com,+65 94119981,O!GkzdjP61,2000-10-13,Female,Postgraduate,O+,2022-05-29,2025-05-25,14,5307,422,1,5,1,3,4,True,Pass,No
cc1fca194c,Richard Wu,richardwu8675@hotmail.com,+65 81771044,v6hzEGzArI,2003-01-01,Male,Primary,O-,2025-09-12,2025-09-12,1,394,394,1,0,0,0,0,True,Pass,No
ae7074a8ca,Guang Das,guangdas5749@hotmail.com,+65 95612535,C@6@VWF@9i,1987-04-03,Male,Diploma,O-,2021-09-09,2025-08-17,12,5294,430,2,6,1,2,1,False,Pass,Yes
ed9d7b7b8c,Linda Brown,lindabrown1564@hotmail.com,+65 83863484,%2RL1QPc42,1970-09-11,Female,University,A-,2023-12-15,2025-08-19,8,3198,381,0,3,3,1,1,False,Pass,Yes
4e573f0625,Natalie Qiu,natalieqiu8639@hotmail.com,+65 87029866,P3QRVxwp*d,1965-01-21,Female,Diploma,A+,2022-12-22,2025-07-03,12,4656,375,8,2,2,0,0,False,Pass,No
e6e8ac4ad6,Mia Iskandar,miaiskandar7498@hotmail.com,+65 87855837,OW2@HywKoO,1971-12-12,Female,Diploma,O+,2020-10-02,2025-02-14,20,7407,438,1,10,3,3,3,False,Pass,Yes
d50addc588,Omar Liu,omarliu1322@gmail.com,+65 85483303,cGom*?VLWT,1980-11-01,Male,Secondary,O-,2024-10-21,2024-10-21,1,398,398,0,0,0,1,0,False,Pass,Yes
3fda2ffa9c,Izzah Sun,izzahsun9135@gmail.com,+65 98802605,xC!OT1^Msj,1965-10-25,Female,Diploma,AB+,2022-02-07,2025-09-01,14,5360,373,4,4,2,2,2,False,Pass,Yes
93e0edfbf6,Divya Chandra,divyachandra7259@gmail.com,+65 92951952,@oz7QM3TYX,1976-04-14,Female,Secondary,B+,2023-08-12,2025-07-10,6,2665,369,1,2,1,0,2,False,Pass,Yes
b89e87d7fa,Maya Zhao,mayazhao8514@gmail.com,+65 87773568,iumD6zFHoj,2003-06-13,Female,Diploma,O-,2024-05-09,2025-10-03,4,1763,417,0,3,0,0,1,False,Pass,Yes
7e5221c7d9,Khairul Liang,khairulliang3382@hotmail.com,+65 80268261,2AKnP7pYXE,2004-05-05,Male,Postgraduate,A+,2024-10-24,2025-08-21,4,1503,380,3,0,0,1,0,False,Pass,Yes
f2bacaaaa5,Inaya Liu,inayaliu1386@gmail.com,+65 82486819,@VVGI35A#C,2005-09-04,Female,Secondary,A+,2025-02-22,2025-08-21,2,779,433,0,2,0,0,0,False,Pass,Yes
4fdad9df3e,Ravi Mitchell,ravimitchell746@gmail.com,+65 87211247,wTA*2jg7sN,1984-04-15,Male,Diploma,B-,2023-03-18,2025-01-18,9,3983,432,1,2,3,2,1,False,Pass,Yes
21a990e3d5,Rohan Lim,rohanlim4596@gmail.com,+65 80319716,I88I7tDV1Y,1996-08-07,Male,University,B-,2023-08-21,2024-10-14,6,2649,400,0,5,0,0,1,True,Pass,Yes
5ba7005b5c,Tian Xu,tianxu6707@hotmail.com,+65 84949768,ofe2OQ1Qul,1997-01-03,Male,Secondary,O-,2024-08-26,2025-05-05,4,1618,373,1,0,2,1,0,False,Pass,No
